location	phenotype	pheno_mim	inherit	mapping_key	gene_related	gene_mim	annovar_gene
3p21.1	Sinoatrial node dysfunction and deafness	614896	AR	3	CACNA1D	114206	CACNA1D
7q21.11	{Hypogonadotropic hypogonadism 16 with or without anosmia}	614897	AD	3	SEMA3A	603961	SEMA3A
8p22	"Spastic paraplegia 53, autosomal recessive"	614898	AR	3	VPS37A	609927	VPS37A
11q13.2	"Deafness, autosomal recessive 93"	614899	AR	3	CABP2	607314	CABP2
17p13.1	?Diamond-Blackfan anemia 11	614900	AD	3	RPL26	603704	RPL26
12q23.2	Lethal congenital contracture syndrome 4	614915	AR	3	MYBPC1	160794	MYBPC1
14q32.11	"Ventricular tachycardia, catecholaminergic polymorphic, 4"	614916	AD	3	CALM1	114180	CALM1
1q21.1	?Peroxisome biogenesis disorder 14B	614920	AR	3	PEX11B	603867	PEX11B
1p31.3	"Congenital disorder of glycosylation, type It"	614921	AR	3	PGM1	171900	PGM1
6q25.1	Combined oxidative phosphorylation deficiency 11	614922	AR	3	RMND1	614917	RMND1
16p11.2	Branched-chain ketoacid dehydrogenase kinase deficiency	614923	None	3	BCKDK	614901	BCKDK
16p12.2	Combined oxidative phosphorylation deficiency 12	614924	AR	3	EARS2	612799	EARS2
5q31.3	?Perrault syndrome 2	614926	AR	3	HARS2	600783	HARS2
12q13.13	"?Ectodermal dysplasia 7, hair/nail type"	614929	AR	3	KRT74	608248	KRT74
12q13.13	"Ectodermal dysplasia 9, hair/nail type"	614931	AR	3	HOXC13	142976	HOXC13
2p16.1	Combined oxidative phosphorylation deficiency 13	614932	AR	3	PNPT1	610316	PNPT1
2p16.1	"Deafness, autosomal recessive 70"	614934	AR	3	PNPT1	610316	PNPT1
8q24.22	"Ciliary dyskinesia, primary, 19"	614935	AR	3	LRRC6	614930	LRRC6
16q22.1	"Myoclonus, familial cortical"	614937	AD	3	NOL3	605235	NOL3
1q42-q43	"Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant"	614940	AD	3	EDARADD	606603	EDARADD
1q42-q43	"Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive"	614941	AR	3	EDARADD	606603	EDARADD
12q21.31	"Deafness, autosomal recessive 84B"	614944	AR	3	OTOGL	614925	OTOGL
11p15.1	"Deafness, autosomal recessive 18B"	614945	AR	3	OTOG	604487	OTOG
6p25.1	Combined oxidative phosphorylation deficiency 14	614946	AR	3	FARS2	611592	FARS2
15q22.31	Combined oxidative phosphorylation deficiency 15	614947	AR	3	MTFMT	611766	MTFMT
9q34.3	"Epileptic encephalopathy, early infantile, 14"	614959	AD	3	KCNT1	608167	KCNT1
16q24.3	"Pontocerebellar hypoplasia, type 8"	614961	AR	3	CHMP1A	164010	CHMP1A
7q32.1	"Obesity, morbid, due to leptin deficiency"	614962	AR	3	LEP	164160	LEP
1p31.3	"Obesity, morbid, due to leptin receptor deficiency"	614963	None	3	LEPR	601007	LEPR
1p34.1	"Pontocerebellar hypoplasia, type 7"	614969	AR	3	TOE1	613931	TOE1
16q23.1	Joubert syndrome 20	614970	AR	3	TMEM231	614949	TMEM231
7q21.12	"Cholestasis, intrahepatic, of pregnancy, 3"	614972	AD	3	ABCB4	171060	ABCB4
10q23.33	Focal facial dermal dysplasia 4	614974	AR	3	CYP26C1	608428	CYP26C1
19q13.2	Carpenter syndrome 2	614976	AR	3	MEGF8	604267	MEGF8
6q25.1	"Congenital heart defects, nonsyndromic, 2"	614980	AD	3	TAB2	605101	TAB2
9q34.3	"Epilepsy, nocturnal frontal lobe, 5"	615005	AD	3	KCNT1	608167	KCNT1
1p34.1	"?Epileptic encephalopathy, early infantile, 15"	615006	AR	3	ST3GAL3	606494	ST3GAL3
5q32	"Basal ganglia calcification, idiopathic, 4"	615007	AD	3	PDGFRB	173410	PDGFRB
17q22	"Nephrotic syndrome, type 7"	615008	AR	3	DGKE	601440	DGKE
17q22	"{Hemolytic uremic syndrome, atypical, susceptibility to, 7}"	615008	AR	3	DGKE	601440	DGKE
11q13.1-q13.2	Schuurs-Hoeijmakers syndrome	615009	AD	3	PACS1	607492	PACS1
1q21.3	Aicardi-Goutieres syndrome 6	615010	AR	3	ADAR	146920	ADAR
5q35.3	[?Phosphohydroxylysinuria]	615011	None	3	PHYKPL	614683	PHYKPL
3q26.1	"[Blood group, globoside system]"	615021	None	3	B3GALT3	603094	B3GALNT1
15q26.3	"Ichthyosis, congenital, autosomal recessive 9"	615023	AR	3	CERS3	615276	CERS3
6p21.31	"Ichthyosis, congenital, autosomal recessive 10"	615024	AR	3	PNPLA1	612121	PNPLA1
10p14	"?Charcot-Marie-Tooth disease, axonal, type 2Q"	615025	AD	3	DHTKD1	614984	DHTKD1
17p13.2	Riboflavin deficiency	615026	AD	3	SLC52A1	607883	SLC52A1
11q22.3	"Epidermolysis bullosa, nonspecific, autosomal recessive"	615028	AR	3	EXPH5	612878	EXPH5
4q25	"Spastic paraplegia 56, autosomal recessive"	615030	AR	3	CYP2U1	610670	CYP2U1
14q32.31	"Spastic paraplegia 49, autosomal recessive"	615031	AR	3	TECPR2	615000	TECPR2
14q11.2	"{Autism, susceptibility to, 18}"	615032	AD	3	CHD8	610528	CHD8
8p11.23	"Spastic paraplegia 54, autosomal recessive"	615033	AR	3	DDHD2	615003	DDHD2
11p14.3-p14.2	Dystonia 24	615034	AD	3	ANO3	610110	ANO3
12q24.31	"Spastic paraplegia 55, autosomal recessive"	615035	AR	3	C12orf65	613541	C12orf65
8q21.11	"?Episodic pain syndrome, familial, 1"	615040	AD	3	TRPA1	604775	TRPA1
12q14.2	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10"	615041	AR	3	RXYLT1	605862	TMEM5
9q34.11	"Congenital disorder of glycosylation, type Iu"	615042	AR	3	DPM2	603564	DPM2
19q12	"?Spastic paraplegia 43, autosomal recessive"	615043	AR	3	C19orf12	614297	C19orf12
22q11.23	"Spinal muscular atrophy, Jokela type"	615048	AD	3	CHCHD10	615903	CHCHD10
4q25	"Night blindness, congenital stationary (complete), 1F, autosomal recessive"	615058	AR	3	LRIT3	615004	LRIT3
1q32.1	Hypotrichosis 11	615059	AD	3	SNRPE	128260	SNRPE
2q37.1	"Arthrogryposis, distal, type 5D"	615065	AR	3	ECEL1	605896	ECEL1
9q31.2	"Osteogenesis imperfecta, type XIV"	615066	None	3	TMEM38B	611236	TMEM38B
19q13.33	"Ciliary dyskinesia, primary, 20"	615067	AR	3	CCDC114	615038	CCDC114
4q25	Alazami syndrome	615071	AR	3	LARP7	612026	LARP7
20q11.22	"Brachydactyly, type A1, C"	615072	AD	3	GDF5	601146	GDF5
18p11.21	Dystonia 25	615073	AD	3	GNAL	139312	GNAL
1q21.3	"Mental retardation, autosomal dominant 18"	615074	AD	3	GATAD2B	614998	GATAD2B
3p22.1	"Mental retardation, autosomal dominant 19"	615075	AD	3	CTNNB1	116806	CTNNB1
17q21.2	Spermatogenic failure 11	615081	AD	3	KLHL10	608778	KLHL10
6p22.1	"[C3HEX, ability to smell]"	615082	AD	3	OR2J3	615016	OR2J3
12q24.33	"{Colorectal cancer, susceptibility to, 12}"	615083	AD	3	POLE1	174762	POLE
20p11.23	Mitochondrial DNA depletion syndrome 11	615084	AR	3	MGME1	615076	MGME1
7p15.2	"Osteopetrosis, autosomal recessive 8"	615085	AR	3	SNX10	614780	SNX10
4q23	"{Autism, susceptibility to, 19}"	615091	None	3	EIF4E	133440	EIF4E
18q11.2	Left ventricular noncompaction 7	615092	AD	3	MIB1	608677	MIB1
20q13.12	"?Microcephaly 10, primary, autosomal recessive"	615095	AR	3	ZNF335	610827	ZNF335
11q23.1	Cowden syndrome 3	615106	None	3	SDHD	602690	SDHD
10q23.31	Cowden syndrome 4	615107	None	3	KLLN	612105	KLLN
3q26.32	Cowden syndrome 5	615108	None	3	PIK3CA	171834	PIK3CA
14q32.33	Cowden syndrome 6	615109	None	3	AKT1	164730	AKT1
1p13.2	Urofacial syndrome 2	615112	AR	3	LRIG2	608869	LRIG2
15q26.3	"Microphthalmia, isolated 8"	615113	AR	3	ALDH1A3	600463	ALDH1A3
10q24.2	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2"	615119	AR	3	COX15	603646	COX15
1p36.33	"Myasthenic syndrome, congenital, 8, with pre- and postsynaptic defects"	615120	AR	3	AGRN	103320	AGRN
12p13.31	Lymphoproliferative syndrome 2	615122	AR	3	CD27	186711	CD27
5p15.33	"{Melanoma, cutaneous malignant, 9}"	615134	None	3	TERT	187270	TERT
4q22.1	"?Maple syrup urine disease, mild variant"	615135	None	3	PPM1K	611065	PPM1K
12q24.33	FILS syndrome	615139	AR	3	POLE1	174762	POLE
4q34.3-q35.1	"Microphthalmia, isolated, with coloboma 9"	615145	AR	3	TENM3	610083	TENM3
10q23.33	"Retinal dystrophy, iris coloboma, and comedogenic acne syndrome"	615147	AR	3	RBP4	180250	RBP4
9q32	?Steel syndrome	615155	AR	3	COL27A1	608461	COL27A1
10q21.3	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6"	615156	AD	3	DNA2	601810	DNA2
17p12	"Mitochondrial complex III deficiency, nuclear type 2"	615157	AR	3	TTC19	613814	TTC19
8q22.1	"Mitochondrial complex III deficiency, nuclear type 3"	615158	AR	3	UQCRB	191330	UQCRB
5q31.1	"Mitochondrial complex III deficiency, nuclear type 4"	615159	AR	3	UQCRQ	612080	UQCRQ
16p12.2	"Mitochondrial complex III deficiency, nuclear type 5"	615160	AR	3	UQCRC2	191329	UQCRC2
10q22.2-q22.3	"Albinism, oculocutaneous, type VII"	615179	AR	3	C10orf11	614537	C10orf11
1q42.3	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11"	615181	AR	3	B3GALNT2	610194	B3GALNT2
22q11.21	Combined D-2- and L-2-hydroxyglutaric aciduria	615182	AR	3	SLC25A1	190315	SLC25A1
11q23.1	"Cardiomyopathy, dilated, 1II"	615184	AD	3	CRYAB	123590	CRYAB
3q26.33	"Charcot-Marie-Tooth disease, dominant intermediate F"	615185	AD	3	GNB4	610863	GNB4
2q33.3	"Cataract 39, multiple types, autosomal dominant"	615188	AD	3	CRYGB	123670	CRYGB
20q13.33	"Dyskeratosis congenita, autosomal recessive 5"	615190	AD	3	RTEL1	608833	RTEL1
20q13.33	"Dyskeratosis congenita, autosomal dominant 4"	615190	AD	3	RTEL1	608833	RTEL1
7q31.1	Lissencephaly 5	615191	AR	3	LAMB1	150240	LAMB1
14q24.1	"Bleeding disorder, platelet-type, 15"	615193	AD	3	ACTN1	102575	ACTN1
7p22.2	Immunodeficiency 11A	615206	AR	3	CARD11	607210	CARD11
16p12.1	"Immunodeficiency, primary, autosomal recessive, IL21R-related"	615207	AR	3	IL21R	605383	IL21R
5q13.1	"?Agammaglobulinemia 7, autosomal recessive"	615214	AR	3	PIK3R1	171833	PIK3R1
17p13.1	Ataxia-oculomotor apraxia 3	615217	AR	3	PIK3R5	611317	PIK3R5
9p23	"Hydrocephalus, nonsyndromic, autosomal recessive 2"	615219	AR	3	MPDZ	603785	MPDZ
12q13.12	"Osteogenesis imperfecta, type XV"	615220	AR	3	WNT1	164820	WNT1
12q13.12	"{Osteoporosis, early-onset, susceptibility to, autosomal dominant}"	615221	None	3	WNT1	164820	WNT1
4q31.1	Smith-McCort dysplasia 2	615222	AR	3	RAB33B	605950	RAB33B
17q25.3	"Advanced sleep-phase syndrome, familial, 2"	615224	AD	3	CSNK1D	600864	CSNK1D
17p13.2	"Palmoplantar carcinoma, multiple self-healing"	615225	AD	3	NLRP1	606636	NLRP1
4p16.3	"?Polydactyly, postaxial, type A6"	615226	AR	3	ZNF141	194648	ZNF141
18q21.1	"?Mitochondrial complex (ATP synthase) deficiency, nuclear type 4"	615228	AR	3	ATP5A1	164360	ATP5A1
9p24.2	{?Schizophrenia susceptibility 18}	615232	None	3	SLC1A1	133550	SLC1A1
10q11.22	?Retinitis pigmentosa 66	615233	AR	3	RBP3	180290	RBP3
2q14.2	"?Anemia, hypochromic microcytic, with iron overload 2"	615234	AD	3	STEAP3	609671	STEAP3
6q21	"Cardiomyopathy, dilated, 1JJ"	615235	AD	3	LAMA4	600133	LAMA4
11q24.1	Congenital short bowel syndrome	615237	AR	3	CLMP	611693	CLMP
3p25.3	"?Lipodystrophy, familial partial, type 5"	615238	AR	3	CIDEC	612120	CIDEC
17q25.3	"Nephrotic syndrome, type 8"	615244	AR	3	ARHGDIA	601925	ARHGDIA
10q21.3	"Cardiomyopathy, dilated, 1KK"	615248	AD	3	MYPN	608517	MYPN
10q21.3	"Cardiomyopathy, hypertrophic, 22"	615248	AD	3	MYPN	608517	MYPN
10q21.3	"Cardiomyopathy, familial restrictive, 4"	615248	AD	3	MYPN	608517	MYPN
8p11.21	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12"	615249	AR	3	POMK	615247	POMK
1p36.32	"[Blood group, Vel system]"	615264	AR	3	SMIM1	615242	SMIM1
5q31.3	Hypogonadotropic hypogonadism 17 with or without anosmia	615266	AD	3	SPRY4	607984	SPRY4
3p14.3	Hypogonadotropic hypogonadism 18 with or without anosmia	615267	DD	3	IL17RD	606807	IL17RD
13q12.13	"?Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4"	615268	AR	3	ATP8A2	605870	ATP8A2
12q21.33	Hypogonadotropic hypogonadism 19 with or without anosmia	615269	AD	3	DUSP6	602748	DUSP6
8p21.3	Hypogonadotropic hypogonadism 20 with or without anosmia	615270	AD	3	FGF17	603725	FGF17
20p12.1	Hypogonadotropic hypogonadism 21 with anosmia	615271	AD	3	FLRT3	604808	FLRT3
16p13.12	"Fanconi anemia, complementation group Q"	615272	AR	3	ERCC4	133520	ERCC4
3p24.2	Congenital disorder of deglycosylation	615273	AR	3	NGLY1	610661	NGLY1
12q13.3	"Cataract 15, multiple types"	615274	AD	3	MIP	154050	MIP
19q13.41	"Cataract 19, multiple types"	615277	AR	3	LIM2	154045	LIM2
12p12.1	Cardiofaciocutaneous syndrome 2	615278	None	3	KRAS	190070	KRAS
15q22.31	Cardiofaciocutaneous syndrome 3	615279	None	3	MAP2K1	176872	MAP2K1
19p13.3	Cardiofaciocutaneous syndrome 4	615280	None	3	MAP2K2	601263	MAP2K2
2q21.3	Hypomyelination with brainstem and spinal cord involvement and leg spasticity	615281	AR	3	DARS	603084	DARS
2q23.1-q23.2	"Cortical dysplasia, complex, with other brain malformations 2"	615282	AD	3	KIF5C	604593	KIF5C
22q13.33	"Charcot-Marie-Tooth disease, type 4B3"	615284	AR	3	SBF1	603560	SBF1
1q21.2	"Neutropenia, severe congenital, 5, autosomal recessive"	615285	AR	3	VPS45A	610035	VPS45
19p13.3	"Mental retardation, autosomal recessive 36"	615286	AR	3	ADAT3	615302	ADAT3
11q13.2	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13"	615287	AR	3	B4GAT1	605517	B4GAT1
9q22.31	"Spinal muscular atrophy, lower extremity-predominant, 2, AD"	615290	AD	3	BICD2	609797	BICD2
19p13.12	"?Myofibromatosis, infantile 2"	615293	AD	3	NOTCH3	600276	NOTCH3
2p23.3	"Ciliary dyskinesia, primary, 21"	615294	AR	3	DRC1	615288	DRC1
3p14.1	Adams-Oliver syndrome 4	615297	AR	3	EOGT	614789	EOGT
20q11.22	"Symphalangism, proximal, 1B"	615298	None	3	GDF5	601146	GDF5
3p21.31	Perrault syndrome 4	615300	AR	3	LARS2	604544	LARS2
11p14.1	"{Bone mineral density, low, susceptibility to}"	615311	None	3	LGR4	606666	LGR4
15q21.3	Craniosynostosis 3	615314	AD	3	TCF12	600480	TCF12
2q35	"?Muscular dystrophy, limb-girdle, type 2R"	615325	AR	3	DES	125660	DES
20q11.21	Dowling-Degos disease 2	615327	AD	3	POFUT1	607491	POFUT1
13q14.11	Shaheen syndrome	615328	AR	3	COG6	606977	COG6
1q42.13	?Multiple mitochondrial dysfunctions syndrome 3	615330	AR	3	IBA57	615316	IBA57
16p13.3	"Epileptic encephalopathy, early infantile, 16"	615338	AR	3	TBC1D24	613577	TBC1D24
13q13.3	"Pulmonary hypertension, primary, 2"	615342	AD	3	MADH9	603295	SMAD9
7q31.2	"Pulmonary hypertension, primary, 3"	615343	AD	3	CAV1	601047	CAV1
2p23.3	"Pulmonary hypertension, primary, 4"	615344	AD	3	KCNK3	603220	KCNK3
15q11.2	"Precocious puberty, central, 2"	615346	AD	3	MKRN3	603856	MKRN3
3p22.1	"Nemaline myopathy 8, autosomal recessive"	615348	None	3	KLHL40	615340	KLHL40
1p36.33	"Ehlers-Danlos syndrome, spondylodysplastic type, 2"	615349	AR	3	B3GALT6	615291	B3GALT6
3p21.31	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14"	615350	AR	3	GMPPB	615320	GMPPB
3p21.31	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14"	615351	AR	3	GMPPB	615320	GMPPB
3p21.31	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14"	615352	AR	3	GMPPB	615320	GMPPB
1q22	Noonan syndrome 8	615355	AD	3	RIT1	609591	RIT1
4q35.1	"Muscular dystrophy, limb-girdle, type 2S"	615356	AR	3	TRAPPC11	614138	TRAPPC11
8q22.1	Leber congenital amaurosis 17	615360	AR	3	GDF6	601147	GDF6
19p13.3	"Hypocalcemia, autosomal dominant 2"	615361	AD	3	GNA11	139313	GNA11
11q13.2	"Ceroid lipofuscinosis, neuronal, 13, Kufs type"	615362	AR	3	CTSF	603539	CTSF
6q25.1-q25.2	Estrogen resistance	615363	AR	3	ESR1	133430	ESR1
19p13.2	Lethal congenital contracture syndrome 5	615368	AR	3	DNM2	602378	DNM2
15q26.1	"Epileptic encephalopathy, childhood-onset"	615369	AD	3	CHD2	602119	CHD2
2q34	"{Pulmonary hypertension, neonatal, susceptibility to}"	615371	None	3	CPS1	608307	CPS1
1p36.32	Left ventricular noncompaction 8	615373	AD	3	PRDM16	605557	PRDM16
1p36.32	"Cardiomyopathy, dilated, 1LL"	615373	AD	3	PRDM16	605557	PRDM16
4p15.33	Cone-rod dystrophy 18	615374	AR	3	RAB28	612994	RAB28
1p36.31	"Charcot-Marie-Tooth disease, recessive intermediate C"	615376	AR	3	PLEKHG5	611101	PLEKHG5
19q13.11	"Atrial fibrillation, familial, 13"	615377	AD	3	SCN1B	600235	SCN1B
11q23.3	"Atrial fibrillation, familial, 14"	615378	AD	3	SCN2B	601327	SCN2B
19q13.33	"Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome"	615381	AD	3	POLD1	174761	POLD1
9q22.33	Nephronophthisis 16	615382	AR	3	ANKS6	615370	ANKS6
11q13.2	"Spinocerebellar ataxia, autosomal recessive 14"	615386	AR	3	SPTBN2	604985	SPTBN2
14q11.2	"Immunodeficiency 7, TCR-alpha/beta deficient"	615387	AR	3	TRAC	186880
2q36.1	?Combined oxidative phosphorylation deficiency 16	615395	AR	3	MRPL44	611849	MRPL44
11p11.2	Left ventricular noncompaction 10	615396	AD	3	MYBPC3	600958	MYBPC3
11p11.2	"Cardiomyopathy, dilated, 1MM"	615396	AD	3	MYBPC3	600958	MYBPC3
16q23.1	Meckel syndrome 11	615397	AR	3	TMEM231	614949	TMEM231
20q13.12	Multiple congenital anomalies-hypotonia-seizures syndrome 3	615398	AR	3	PIGT	610272	PIGT
20q13.12	?Paroxysmal nocturnal hemoglobinuria 2	615399	AD	3	PIGT	610272	PIGT
1q32.1	"?Epilepsy, myoclonic, familial adult, 5"	615400	AR	3	CNTN2	190197	CNTN2
16p11.2	Immunodeficiency 8	615401	AR	3	CORO1A	605000	CORO1A
2q35	Dyschromatosis universalis hereditaria 3	615402	AD	3	ABCB6	605452	ABCB6
5q12.1	"Cortical dysplasia, complex, with other brain malformations 3"	615411	AD	3	KIF2A	602591	KIF2A
17q21.2	"Cortical dysplasia, complex, with other brain malformations 4"	615412	AD	3	TUBG1	191135	TUBG1
10q26.11	Spermatogenic failure 12	615413	AD	3	NANOS1	608226	NANOS1
12p13.31	"?Microcephaly 11, primary, autosomal recessive"	615414	AR	3	PHC1	602978	PHC1
17q11.2	Renal-hepatic-pancreatic dysplasia 2	615415	AR	3	NEK8	609799	NEK8
4q35.1	Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR	615418	AR	3	SLC25A4	103220	SLC25A4
13q32.3-q33.1	"Hypotonia, infantile, with psychomotor retardation and characteristic facies 1"	615419	AR	3	NALCN	611549	NALCN
4q35.1	"Myopia 22, autosomal dominant"	615420	AD	3	CCDC111	615421	PRIMPOL
7p15.2	?Inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2	615422	None	3	HNRPA2B1	600124	HNRNPA2B1
12q13.13	?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3	615424	AD	3	HNRNPA1	164017	HNRNPA1
6p12.1	"Epidermolysis bullosa simplex, autosomal recessive 2"	615425	AR	3	DST	113810	DST
12q13.13	Amyotrophic lateral sclerosis 20	615426	AD	3	HNRNPA1	164017	HNRNPA1
2p11.2	"?Deafness, autosomal recessive 88"	615429	AR	3	ELMOD3	615427	ELMOD3
4p16.3	"Myopia 23, autosomal recessive"	615431	AR	3	LRPAP1	104225	LRPAP1
2q36.3	{Specific language impairment 5}	615432	AD	3	TM4SF20	615404	TM4SF20
16q13	Retinitis pigmentosa with or without situs inversus	615434	AR	3	ARL2BP	615407	ARL2BP
10q11.2-q21.1	"Aortic aneurysm, familial thoracic 8"	615436	AD	3	PRKG1	176894	PRKG1
5q32	?Infantile liver failure syndrome 1	615438	AR	3	LARS	151350	LARS
4q25	"{Macular degeneration, age-related, 13, susceptibility to}"	615439	AD	3	CFI	217030	CFI
17p12	Combined oxidative phosphorylation deficiency 17	615440	AR	3	ELAC2	605367	ELAC2
6q22.31	"Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness"	615441	AR	3	TRDN	603283	TRDN
3p21.31	"Ciliary dyskinesia, primary, 22"	615444	AR	3	ZMYND10	607070	ZMYND10
10p12.1	"Ciliary dyskinesia, primary, 23"	615451	AR	3	ARMC4	615408	ARMC4
8q24.3	"Mitochondrial complex III deficiency, nuclear type 6"	615453	AR	3	CYC1	123980	CYC1
6q14.2	"{?Obesity, susceptibility to, BMIQ18}"	615457	AD	3	MRAP2	615410	MRAP2
16q23.1	"Microcornea, myopic chorioretinal atrophy, and telecanthus"	615458	AR	3	ADAMTS18	607512	ADAMTS18
8p11.23	Hartsfield syndrome	615465	AD	3	FGFR1	136350	FGFR1
18q21.32	Immunodeficiency 12	615468	AR	3	MALT1	604860	MALT1
6q16.1-q16.2	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	615471	AR	3	FBXL4	605654	FBXL4
16q13	"Epileptic encephalopathy, early infantile, 17"	615473	AD	3	GNAO1	139311	GNAO1
3p21.1	"Primary aldosteronism, seizures, and neurologic abnormalities"	615474	AD	3	CACNA1D	114206	CACNA1D
1p34.2	"Epileptic encephalopathy, early infantile, 18"	615476	AR	3	SZT2	615463	SZT2
21q22.3	"Ciliary dyskinesia, primary, 24"	615481	AR	3	RSPH1	609314	RSPH1
15q21.3	"Ciliary dyskinesia, primary, 25"	615482	AR	3	DNAAF4	608706	DYX1C1
22q13.1	"Basal ganglia calcification, idiopathic, 5"	615483	AD	3	PDGFB	190040	PDGFB
18q12.1	Bainbridge-Ropers syndrome	615485	None	3	ASXL3	615115	ASXL3
12q13.3	Interstitial lung and liver disease	615486	AR	3	MARS	156560	MARS
6p21.33	"{Macular degeneration, age-related, 14, reduced risk of}"	615489	None	3	C2	613927	C2
6p21.33	"{Macular degeneration, age-related, 14, reduced risk of}"	615489	None	3	CFB	138470	CFB
4q31.3	"Charcot-Marie-Tooth disease, type 2R"	615490	AR	3	TRIM2	614141	TRIM2
4p13	"Spastic paraplegia 79, autosomal recessive"	615491	AR	3	UCHL1	191342	UCHL1
10q21.2	"?Mental retardation, autosomal recessive, 37"	615493	AR	3	ANK3	600465	ANK3
21q22.11	"Ciliary dyskinesia, primary, 26"	615500	AR	3	C21orf59	615494	C21orf59
14q23.3-q24.1	Molybdenum cofactor deficiency C	615501	AR	3	GPHN	603930	GPHN
16q22.1	"Mental retardation, autosomal dominant 21"	615502	AD	3	CTCF	604167	CTCF
7q36.3	Short-rib thoracic dysplasia 8 with or without polydactyly	615503	AR	3	WDR60	615462	WDR60
12q13.12	"Ciliary dyskinesia, primary, 27"	615504	AR	3	CCDC65	611088	CCDC65
8q22.2	"Ciliary dyskinesia, primary, 28"	615505	AR	3	SPAG1	603395	SPAG1
10q11.22	"Telangiectasia, hereditary hemorrhagic, type 5"	615506	AD	3	GDF2	605120	GDF2
18q12.1	"Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE"	615508	AR	3	DSG1	125670	DSG1
2q35	"Alacrima, achalasia, and mental retardation syndrome"	615510	AR	3	GMPPA	615495	GMPPA
1p13.2	Myopathy due to myoadenylate deaminase deficiency	615511	AR	3	AMPD1	102770	AMPD1
12p13.31	Hemolytic anemia due to triosephosphate isomerase deficiency	615512	AR	3	TPI1	190450	TPI1
1p36.22	Immunodeficiency 14	615513	AD	3	PIK3CD	602839	PIK3CD
2q34	Amyotrophic lateral sclerosis 19	615515	AD	3	ERBB4	600543	ERBB4
15q13.1	"Mental retardation, autosomal recessive 38"	615516	AR	3	HERC2	605837	HERC2
11q12.3	"?Hemochromatosis, type 5"	615517	AD	3	FTH1	134770	FTH1
17q11.2	?Immunodeficiency 13	615518	AD	3	UNC119	604011	UNC119
6q23.2	Cole disease	615522	AD	3	ENPP1	173335	ENPP1
15q25.3	"Corneal dystrophy, Fuchs endothelial, 8"	615523	AD	3	AGBL1	615496	AGBL1
3p24.2	"Microphthalmia, syndromic 12"	615524	AD	3	RARB	180220	RARB
6q21	"?Candidiasis, familial, 8"	615527	AR	3	TRAF3IP2	607043	TRAF3IP2
1p31.3	"Parkinson disease 19b, early-onset"	615528	AR	3	DNAJC6	608375	DNAJC6
